區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
烏日區,24,116.86,7,無,580,0.83050409
北屯區,5,172.77,7,有,1050,0.817979236
大里區,18,316.64,11,無,2810,0.791637224
北區,37,86.06,7,無,430,0.704081121
北屯區,0,156.03,7,有,1342,0.469145429
潭子區,27,115.21,7,有,660,0.61486196
北區,40,83.42,6,無,436,0.382278612
南屯區,9,119.1,4,有,688,0.961232702
南屯區,0,139.08,7,有,845,0.952372506
大里區,28,112.98,11,無,620,0.215451999
北屯區,38,72.35,8,無,847,0.497416525
南屯區,0,107.01,4,有,590,0.007575431
大里區,6,144.41,7,有,930,0.092285145
東區,0,160.28,6,有,918,0.369707357
龍井區,1,214.06,10,無,1288,0.107677468
南屯區,0,60.25,3,無,599,0.641234329
南屯區,6,166.34,6,有,1088,0.074861587
大里區,28,121.22,7,有,580,0.954819204
烏日區,3,130.55,4,有,700,0.215831341
西區,48,49.73,4,無,1325,0.152036218
北屯區,22,138.59,7,有,700,0.362570419
北屯區,14,189.25,7,有,1158,0.499153163
中區,36,88.73,7,無,330,0.737261645
東區,34,133.72,12,無,1190,0.637648473
西區,49,159.09,9,無,1520,0.172516181
南區,36,195.84,10,無,1630,0.861224861
西屯區,26,140.34,11,無,980,0.86647015
西屯區,7,320,8,有,2850,0.909048702
西屯區,27,136.31,7,有,810,0.978381175
大甲區,0,260.58,11,無,1800,0.667560606
梧棲區,30,169.27,6,無,361,0.747796731
北區,32,97.85,6,無,500,0.315152399
太平區,30,88.74,7,無,280,0.717942782
北屯區,0,130.55,4,有,846,0.357669259
西屯區,1,103.93,3,有,825,0.59312207
北屯區,26,212.04,8,有,1135,0.141899622
外埔區,27,116.38,6,無,357,0.426871099
沙鹿區,13,218.93,11,無,1050,0.36885173
龍井區,1,182.18,10,無,1095,0.534936921
太平區,5,136.17,7,有,910,0.274087281
西屯區,13,143.71,7,有,1280,0.891084995
西屯區,29,96.99,5,有,596,0.08391886
西屯區,25,91.38,5,無,568,0.584484407
大里區,43,95.69,10,無,620,0.632874909
太平區,37,83.66,5,無,350,0.120688008
北區,30,149.19,7,有,700,0.262997855
大雅區,31,600.94,22,無,4000,0.531457225
中區,29,169.18,15,無,700,0.168489376
南區,21,157.33,7,有,910,0.946038294
沙鹿區,2,232.13,12,無,2325,0.786687078
梧棲區,46,105.3,8,無,550,0.570606195
西屯區,2,287.07,8,有,3990,0.56602342
南區,1,184.75,7,有,1270,0.091507061
清水區,0,197.3,9,無,880,0.906674498
大里區,39,111.8,8,無,1130,0.901820413
北區,23,37.78,3,無,175,0.88963019
北屯區,7,223.92,8,有,1338,0.579158879
北屯區,0,153.4,7,有,1014,0.883584905
沙鹿區,0,63.44,5,無,301,0.621178318
神岡區,43,102.92,5,無,636,0.344613119
烏日區,0,165.11,8,有,842,0.838766925
南區,17,193.22,10,無,1750,0.778702815
北區,1,107.38,4,有,760,0.003939816
潭子區,0,120.42,5,有,786,0.481073125
北區,0,148.79,8,無,1825,0.497006649
南屯區,2,380.91,9,有,4160,0.037429918
東勢區,39,193.16,13,無,680.0001,0.161265966
北屯區,26,130.22,8,有,725,0.200508613
清水區,1,221.51,8,無,1138,0.84379846
西區,24,48.82,3,無,295,0.961717208
北屯區,4,170.16,7,有,1110,0.633855675
太平區,33,653.48,10,無,11500,0.780985327
南屯區,7,124.69,5,有,760,0.836919965
南屯區,13,244.71,11,有,2731,0.383981573
南區,22,132.28,7,無,550,0.256964775
大里區,0,131.94,7,有,709,0.93841479
北區,1,296.95,9,有,2340,0.60426305
西屯區,42,90.38,7,無,1480,0.185538217
南屯區,1,367.27,7,有,3138,0.312881773
潭子區,50,297.04,7,無,2250,0.370115023
南區,4,152.19,7,有,1210,0.324333673
大雅區,23,338.01,13,無,2350,0.849404477
龍井區,1,176.42,10,無,1110,0.274348631
南區,23,86.85,5,無,370,0.072041128
太平區,29,197.43,10,無,1087,0.654273198
南屯區,6,180.56,7,有,1176,0.968971229
南區,0,155.84,7,有,1058,0.289102942
南屯區,9,140.27,7,有,970,0.004018026
北屯區,28,76.69,5,無,430,0.115818822
大肚區,0,175.81,10,無,874,0.004686973
北區,53,100.44,12,無,1690,0.848047929
清水區,4,343.14,12,無,1385.26,0.394899711
豐原區,0,134.49,7,有,688,0.085484919
東區,6,173.49,7,有,1275,0.646503453
太平區,27,202.67,9,有,830,0.339460398
太平區,6,175.68,8,有,1170,0.524566744
北屯區,31,96.81,9,無,420,0.036216828
西屯區,13,103.18,4,有,600,0.633547131
北屯區,0,158.41,7,有,1088,0.961917055
清水區,0,151.65,6,有,675,0.958619835
西屯區,27,68.4,11,無,648,0.953273832
西屯區,0,127.67,6,有,1120,0.900753033
太平區,20,117.57,12,無,945,0.511487039
南區,19,103.88,7,有,615,0.735332231
北區,11,30.13,3,無,250,0.996814069
北屯區,28,237.24,9,有,1125,0.044331149
大里區,24,173.72,10,無,840,0.249955519
北屯區,5,115.19,6,有,696,0.497340259
北屯區,1,245.14,13,無,2250,0.136443994
清水區,1,157.77,9,無,988,0.642022245
豐原區,0,121.15,5,有,783,0.470177233
北屯區,30,76.81,5,有,505,0.703398469
豐原區,38,106.8,7,無,520,0.960855988
中區,51,44.52,4,無,250,0.051950466
西屯區,24,138.23,7,無,661,0.842815925
西屯區,7,461.43,9,有,5000,0.034585224
南屯區,2,130.61,4,有,910,0.370610758
太平區,33,256.83,6,無,3180,0.449495588
太平區,9,154.7,9,無,1500,0.5503843
南屯區,7,107.17,5,有,738,0.832699293
北屯區,0,122.74,5,有,591,0.717329746
大甲區,0,128.93,6,有,650,0.011443632
大里區,0,161.35,7,有,987,0.254757509
潭子區,31,156.57,7,無,1490,0.732567756
西屯區,26,164.33,8,無,920,0.613170432
南屯區,7,106.97,5,有,790,0.963748368
南屯區,0,155.23,7,有,1668,0.0154196
南屯區,21,115.47,7,無,715,0.834111251
梧棲區,0,204.82,9,無,1100,0.977669307
西屯區,6,116.46,5,有,832,0.453072773
西屯區,16,191.11,8,有,1370,0.352149799
清水區,0,141.02,10,無,768,0.032288373
烏日區,0,213.53,8,有,1060,0.708447282
霧峰區,1,274.98,16,無,2900,0.95660743
西屯區,0,507.19,11,有,3848,0.659726721
烏日區,3,330.3,8,有,2289,0.129910043
太平區,3,175.26,7,有,1260,0.048559454
烏日區,0,184.44,8,有,980,0.066331241
神岡區,33,137.78,8,無,890,0.444550144
南區,26,140.81,8,有,600,0.770478299
大里區,3,154.67,7,有,1060,0.506981871
大里區,0,153.76,7,有,823,0.623244256
清水區,0,206.21,8,無,1298,0.42306919
沙鹿區,0,105.89,5,有,652,0.380583409
北區,19,181.08,6,有,985,0.574940756
南屯區,1,356.37,10,無,3930,0.845829881
太平區,28,90.92,7,無,465,0.761579327
南屯區,24,151.61,5,有,1200,0.724558252
太平區,37,81.98,6,無,210,0.494268471
霧峰區,28,119.31,7,有,525,0.112559992
西屯區,24,82.2,4,無,535,0.946219356
大里區,26,236.37,11,無,1608,0.355685093
清水區,0,104.08,5,無,478,0.310837669
大甲區,24,89.49,4,無,250,0.046587872
北屯區,26,115.61,7,無,1410,0.73201056
南區,9,181.97,7,有,1268,0.456130024
豐原區,51,82,6,無,720,0.013197153
大里區,21,106.24,7,無,525,0.881837827
沙鹿區,1,128.34,7,有,668,0.31043985
北屯區,21,139.92,7,有,846,0.901913306
東區,29,158.27,8,有,635,0.743472949
龍井區,32,99.93,6,無,320,0.702831427
西區,1,156.4,7,有,1285,0.668130125
烏日區,4,151.61,7,有,890,0.338948153
北區,41,60.8,6,無,328,0.342324521
豐原區,27,84.38,5,無,350,0.187915525
北屯區,0,215.19,8,有,2010,0.181673201
北屯區,0,156.41,7,有,950,0.24107531
北屯區,40,149.33,6,有,630,0.79927375
東區,12,224.02,10,無,1875,0.83705244
潭子區,1,183.55,11,有,1380,0.131225677
豐原區,1,222.98,11,無,2180,0.311794381
大里區,1,161.42,7,有,1005,0.558322528
太平區,1,240.3,12,無,2080,0.020640295
西屯區,34,165.26,9,無,2390,0.576735977
西屯區,5,279.19,8,有,2200,0.421303607
北屯區,3,248.75,7,有,1668,0.350254114
沙鹿區,0,115.57,4,有,508,0.18719279
北屯區,0,149.94,7,有,930,0.463093539
中區,54,119.94,12,無,580,0.347209133
北區,35,345.23,11,無,3700,0.432324457
南區,0,125.03,5,有,770,0.333162506
北區,0,150.4,7,有,1150,0.422023277
西屯區,37,98.15,7,無,507.88,0.883705832
北屯區,0,151,7,有,938,0.785608083
南屯區,7,173.33,7,有,1158,0.694617327
潭子區,27,90.95,4,有,492,0.080722617
潭子區,0,193.98,7,有,1180,0.508450798
東區,1,261.93,12,無,2938,0.225367103
西屯區,0,125.99,6,有,997,0.21294682
大甲區,27,123.92,8,有,380,0.047240674
太平區,0,200.07,10,無,1400,0.762944286
南屯區,1,313.23,7,有,2910,0.125879054
大雅區,0,158.41,10,無,1160,0.353983959
北區,35,75.49,6,無,310,0.172461116
清水區,0,252.45,12,無,1390,0.735952017
大里區,41,96.9,8,無,540,0.42277813
北屯區,22,150.47,7,有,765,0.810046705
南屯區,0,123.91,4,有,1037,0.646158154
北屯區,4,237.66,7,有,1420,0.040007227
梧棲區,15,157.68,8,無,790,0.958792686
北區,0,40.5,7,無,500,0.321064547
梧棲區,1,277.87,11,無,1900,0.800506804
南屯區,9,401.61,9,有,3380,0.433878382
北屯區,5,143.65,7,有,841,0.197301452
北區,25,64.03,5,無,360,0.372076585
北區,1,129.58,5,有,930,0.239915216
清水區,0,106.4,5,有,426,0.53085724
大里區,9,206.08,9,無,1633,0.818707959
北區,52,75.98,6,無,200,0.749424348
大里區,0,179.68,7,有,915,0.589505551
太平區,41,82.2,6,無,700,0.97430087
南屯區,0,152.86,7,有,951,0.937715089
南屯區,24,119.7,7,有,780,0.900071747
南區,9,168.79,7,有,1185,0.643830563
霧峰區,41,64.21,9,無,500,0.008032034
沙鹿區,0,168.69,10,無,880,0.561680863
西區,38,63.54,5,無,270,0.181369794
東區,6,160.44,7,有,1220,0.738853432
西區,14,138.87,6,有,1185,0.634174786
北區,25,52.6,3,有,250,0.948561413
北區,15,64.07,3,無,387,0.924616626
南屯區,0,327.02,8,有,4180,0.769098863
大里區,26,161.47,11,無,700,0.279064997
西區,23,66.16,4,無,480,0.678294318
豐原區,0,128.29,7,有,630,0.958769048
南屯區,0,143.66,7,有,798,0.138770791
北屯區,0,151.46,7,有,975,0.341070126
大雅區,14,242.04,9,無,1538,0.334524661
大里區,1,154.5,7,有,970,0.115995636
大肚區,41,143.3,10,無,1330,0.334521243
豐原區,10,123.89,7,有,780,0.482590812
西屯區,11,119.53,3,無,5748.2865,0.240745367
太平區,25,141.94,6,有,520,0.902080065
豐原區,0,95.38,4,有,575,0.150957696
沙鹿區,0,70.95,5,無,336,0.383483733
北屯區,0,191.93,6,有,1670,0.084692353
北區,26,50.39,3,無,144.78,0.350041825
北屯區,5,209.95,17,無,2080,0.741664211
南屯區,11,252.84,8,有,2256,0.001852575
太平區,26,124.57,7,無,448,0.442630026
東勢區,51,99.28,6,無,400,0.991470343
北屯區,0,159.46,7,有,1010,0.212130983
北屯區,0,164.5,7,有,1095,0.247010498
南區,20,76.29,5,無,507,0.783082624
南屯區,0,105.93,5,有,1050,0.268232988
南區,25,127.84,6,有,625,0.937145945
清水區,24,166.04,8,無,620,0.009437077
西屯區,0,129.14,5,有,1143,0.204026923
大里區,28,60.73,7,無,310,0.732441264
南屯區,0,139.57,7,有,825,0.716233871
北屯區,36,119.5,8,無,416,0.537749225
沙鹿區,42,59.65,4,無,280,0.267675303
大雅區,23,126.23,9,無,735,0.825354652
清水區,0,124.5,5,有,426,0.052769383
西屯區,11,127.25,6,有,925,0.000540009
北區,35,49.61,4,無,300,0.437773691
北區,21,146.69,7,有,810,0.668679439
南區,4,174.97,7,有,1350,0.367738718
南屯區,0,108.65,4,有,630,0.953942159
大里區,15,117.14,6,有,640,0.056062926
南區,8,115.39,4,有,730,0.02934314
大里區,0,131.94,7,有,600,0.56286623
大里區,29,99.69,7,無,340,0.557668592
太平區,0,180.96,6,有,1077,0.339613473
南屯區,1,348.95,8,有,4518,0.537402008
豐原區,1,159.67,6,有,985,0.904944244
西區,37,84.62,7,無,470,0.124146341
北屯區,6,166.93,7,有,800,0.259853907
太平區,23,112.2,6,無,400,0.960476449
北屯區,28,120.65,7,有,680,0.667401491
北屯區,7,107.75,6,有,858,0.313732794
太平區,1,428.06,17,無,3050,0.020451761
西屯區,1,92.7,4,有,752,0.479332842
南屯區,5,163.72,7,有,1135,0.828641218
南區,27,103.45,6,無,430,0.436250605
南屯區,4,248.85,7,有,2375,0.540370197
北屯區,40,92.78,7,無,295,0.677545699
大里區,41,83.78,5,無,365,0.33699808
東區,0,118.57,4,有,650,0.578828039
北區,40,119.63,11,無,600,0.68076181
南區,8,156.81,7,有,950,0.497308219
龍井區,1,182.19,10,無,1110,0.047995421
西區,32,139.36,10,無,1300,0.864588159
西區,10,60,3,無,650,0.927383086
龍井區,0,129.25,9,有,750,0.280455384
北屯區,5,336.18,7,有,2250,0.621465893
大里區,28,141.93,7,有,500,0.377862827
太平區,11,211.1,10,無,1650,0.461481818
龍井區,24,128.88,6,有,365,0.440935696
西屯區,26,137.85,8,無,715,0.149863511
大里區,1,190.36,11,無,1540,0.268442094
西屯區,11,94.78,3,有,720,0.507596338
大里區,29,225.69,8,無,1500,0.01223367
北區,21,99.63,5,有,646,0.284455851
沙鹿區,1,287.65,11,無,2800,0.545659349
東區,6,167.54,7,有,1325,0.620609246
西屯區,2,132.53,5,有,1260,0.337728865
東區,25,131.5,7,有,688,0.625235486
太平區,41,88.06,8,無,730,0.653621852
北區,43,135.5,10,無,1740,0.769106964
西屯區,16,259.24,6,無,2188,0.970257416
南屯區,0,116.13,5,有,605,0.763438677
大雅區,8,554.4,16,無,2100,0.873011173
南屯區,0,99.21,5,有,983,0.817134934
大里區,26,179.88,11,無,1250,0.578835539
太平區,27,107.4,5,無,580,0.645217098
烏日區,6,144.14,7,有,810,0.203671118
西屯區,0,127.2,6,有,1017,0.400502831
南區,0,133.89,6,有,930,0.947514336
南屯區,0,248.42,8,有,2400,0.071580352
大里區,29,174.53,12,無,1300,0.657499815
西屯區,6,135.42,6,有,968,0.01509597
北區,31,244.82,10,無,850,0.058090453
北屯區,5,141.31,6,有,1300,0.307878977
南區,14,127.18,9,無,585,0.928189014
大里區,12,160.34,8,無,880,0.764360635
烏日區,0,183.04,8,有,1070,0.640057597
北區,5,247.53,7,有,1722.24,0.081373837
北區,37,24.68,3,無,136,0.918856662
南屯區,0,191,7,有,1195,0.14363515
大里區,36,355.53,16,無,2000,0.342499677
太平區,40,105.35,6,無,657,0.042451244
南區,3,230.03,8,有,1720,0.021880492
北屯區,0,126.61,5,有,815,0.538344816
大里區,31,124.85,11,無,1185,0.655886906
太平區,0,149.24,7,有,858,0.68935796
大里區,0,173.38,7,有,1030,0.871946024
北屯區,0,126.21,5,有,665,0.533271246
西屯區,24,126.34,9,有,670,0.415479943
西區,40,46.06,3,無,230,0.517232608
北屯區,12,104.24,5,有,833,0.572766985
北區,12,33.07,3,無,287,0.858679661
南屯區,0,113.91,5,有,600,0.266354724
北區,25,108.66,7,有,520,0.685918272
南屯區,0,64.08,3,無,612,0.512883088
西屯區,27,109.9,7,無,580,0.23315143
東區,0,210.05,7,有,1350,0.506212316
北屯區,0,152.22,7,有,900,0.119569622
西屯區,5,276.92,8,有,1969,0.386934138
北屯區,20,162.24,7,有,968,0.03340285
大里區,40,93.88,7,無,430,0.173032092
北屯區,27,100.07,7,無,445,0.547789834
豐原區,24,100.18,7,無,530,0.705572383
太平區,26,136.15,7,有,625,0.4639371
西屯區,13,153.03,7,有,1280,0.077853681
北屯區,6,157.53,7,有,1010,0.919988933
太平區,0,165.25,6,有,1045,0.617122917
東區,3,177.21,9,無,1800,0.288757159
北屯區,0,160.66,7,有,1410,0.505547196
北屯區,25,68.93,5,有,530,0.033779098
南區,24,70.61,3,有,440,0.536650756
大肚區,39,112.14,10,無,468,0.564743706
大里區,16,165.33,10,無,1410,0.282068762
西區,26,73.87,5,無,465,0.258842672
太平區,1,155.81,7,有,988,0.835472724
豐原區,1,101.61,5,有,620,0.83027863
南區,25,142.54,8,無,550,0.800507765
北屯區,1,154.06,7,有,1230,0.430280473
北屯區,25,233.44,11,無,1650,0.666343764
西屯區,0,164.61,7,有,1188,0.28158083
西屯區,3,158.05,7,有,1280,0.034058352
大甲區,0,71.7,6,無,390,0.443030844
大里區,0,118.81,5,有,630,0.441940045
北區,26,107.55,6,有,620,0.194932792
大雅區,41,113.27,10,無,605,0.919778204
西屯區,11,145.33,7,有,1158,0.108297106
西區,13,113.6,6,無,990,0.17596771
清水區,0,157.65,7,有,629,0.586876132
西區,25,189.54,8,有,1120,0.523300782
北屯區,9,118.94,5,有,708,0.778391925
豐原區,26,102.22,7,無,440,0.835108005
北屯區,1,370.21,12,有,4300,0.141816291
南區,14,237.73,10,有,1750,0.8636966
太平區,2,477.56,32,無,4500,0.559959119
北區,1,267.13,9,有,2083,0.256827172
大里區,26,107.33,7,有,420,0.689346215
大里區,40,70.82,8,無,800,0.192421547
西屯區,26,40.05,3,無,185,0.251670023
西屯區,4,197.12,7,有,1540,0.302463695
東區,0,194.08,7,有,1268,0.790487464
烏日區,0,167.89,7,有,1025,0.16160192
豐原區,29,142.51,14,無,237.0216,0.505961324
清水區,0,127.39,4,有,568,0.622246422
南屯區,4,361.84,9,有,3760,0.32323409
北屯區,3,233.72,8,有,1500,0.346849838
北屯區,25,152.04,7,有,785,0.574918589
北屯區,0,147.97,6,有,938,0.739427568
南屯區,0,143.66,7,有,792,0.048172055
西屯區,24,112.83,7,有,700,0.752392271
南屯區,26,48.35,3,無,302,0.146755977
南區,0,159.91,7,有,1000,0.24745923
南屯區,0,109.48,5,有,1085,0.273602556
大里區,5,301.55,13,無,2800,0.451757916
太平區,27,101.69,6,無,360,0.88808741
北屯區,9,120.89,5,有,745,0.759018768
大里區,1,121.12,4,有,900,0.474268556
西屯區,24,192.32,37,無,2520,0.905832889
潭子區,24,80.19,7,無,270,0.723123325
南區,40,85.33,7,無,355,0.481353699
大里區,0,153.99,7,有,822,0.675773783
北屯區,8,175.66,7,有,1138,0.11576625
北屯區,0,154.06,7,有,1002,0.017059138
南區,25,102.99,6,無,500,0.205128809
梧棲區,0,185.33,9,無,1000,0.706066421
西屯區,25,57.76,3,無,420,0.701967116
潭子區,0,121.78,5,有,739,0.017371879
大里區,0,96.66,5,有,440,0.128227859
北區,24,75.91,4,有,530,0.421170068
大里區,34,115.63,10,無,232.0939,0.74600097
太平區,45,31.33,8,無,65,0.41935045
西區,14,144.07,7,有,1260,0.394528827
北屯區,0,231.91,8,有,1561,0.405179669
沙鹿區,39,108.7,7,無,768,0.567440167
沙鹿區,0,120.91,5,有,570,0.434679503
豐原區,26,114.22,6,無,515,0.988593116
北屯區,27,212.69,8,有,920,0.894922092
北屯區,6,173.56,7,有,890,0.453332162
東區,7,199.26,7,有,985,0.615840461
南屯區,39,106,18,無,1260,0.191376072
南屯區,21,127.11,7,有,880,0.958037008
北屯區,5,264.29,8,有,2300,0.29344514
北屯區,0,155.36,7,有,1100,0.879321783
北屯區,27,128.61,7,有,618,0.295962208
南屯區,6,186.57,10,無,1170,0.268396148
北屯區,20,147.9,7,有,880,0.86322769
北屯區,21,188.87,10,無,1500,0.280964783
大里區,18,248.93,11,無,1750,0.647179001
烏日區,0,155.44,7,有,787,0.072244402
南屯區,0,111.48,4,有,600,0.464452697
大里區,0,151.28,7,有,780,0.82892507
北屯區,5,222.7,8,有,1450,0.99157025
西區,52,177.84,8,無,1050,0.959787832
太平區,0,167.67,7,有,1060,0.913393899
大里區,15,72.91,4,有,400,0.193807329
龍井區,40,96.13,5,無,663,0.987423027
太平區,0,180.92,7,有,913,0.521456022
西區,22,83.4,3,有,460,0.180055754
南屯區,0,97.89,5,有,960,0.588582455
大雅區,5,159.62,7,有,980,0.367642999
東勢區,14,128.9,9,無,350,0.508375007
大里區,0,125.65,5,有,678,0.621326514
南屯區,0,101.12,5,有,1100,0.516970419
北區,63,51.68,7,無,410,0.553225553
龍井區,24,223.93,25,無,1000,0.158995336
清水區,0,212.25,7,有,860,0.507126065
西屯區,38,256.95,12,無,2700,0.930094897
沙鹿區,0,81.23,4,有,410,0.750715057
北屯區,0,285.46,8,有,2896,0.834294167
西屯區,9,490.4,8,有,3700,0.574168601
大里區,26,109.61,7,無,410,0.509742387
西區,33,124.05,7,無,668,0.298870436
大里區,9,69.46,8,無,300,0.593824039
豐原區,0,128.29,7,有,622,0.028052713
北屯區,4,335.93,7,有,2058,0.053711242
西區,23,293.56,9,有,1788,0.008246906
潭子區,28,93.5,5,無,480,0.617399052
中區,35,31.35,3,無,113,0.257823803
太平區,10,332.08,9,無,3350,0.409138986
西區,44,252.68,17,無,1580,0.745124608
南區,28,161.8,7,有,800,0.13452057
南區,22,97.76,7,無,600,0.257498378
豐原區,0,59.12,7,無,275,0.159746171
西屯區,7,207.49,7,有,1750,0.318991822
西屯區,25,236.95,13,無,1250,0.27729134
南區,8,135.99,6,有,880,0.17649904
西區,31,261.02,11,無,2673,0.941818738
北屯區,0,153.4,7,有,1025,0.993522282
清水區,0,79.45,5,無,350,0.991695502
北屯區,21,122.23,7,無,550,0.779319025
北屯區,13,148.57,7,有,1096,0.941464402
清水區,0,162.47,10,無,958,0.477229129
北區,46,94.38,10,無,1020,0.909931597
西區,26,35.29,3,無,155,0.114737974
豐原區,23,33.36,3,無,178,0.242662139
西屯區,0,112.1,5,有,1030,0.265188743
西屯區,24,116.47,5,無,520,0.132246103
北屯區,0,101.28,3,有,681,0.719807334
北屯區,0,101.28,3,有,681,0.050155735
烏日區,15,153.34,12,無,1020,0.644570077
清水區,0,133.07,5,有,557,0.862258166
神岡區,0,168.84,10,無,1180,0.771448044
南屯區,0,91.97,5,有,988,0.372774284
南屯區,0,69.46,4,無,496,0.892514692
太平區,3,162.75,5,有,1010,0.294774806
大里區,28,76.12,8,無,333,0.560061318
西區,26,152.44,8,有,700,0.731476003
豐原區,0,118.67,5,有,705,0.155076476
